chr	source	feature	start	end	score	strand	frame	group	log_RPKM	expression
chr2	.	miRNA	56210102	56210211	.	-	.	Name=hsa-mir-217;ID=MI0000293	6.47122594248253	2
chr18	.	miRNA	19408965	19409049	.	-	.	Name=hsa-mir-1-2;ID=MI0000437	1.71262104971182	1
chr1	.	miRNA	98511626	98511727	.	-	.	Name=hsa-mir-137;ID=MI0000454	1.15407071694949	1
chr15	.	miRNA	79502130	79502213	.	+	.	Name=hsa-mir-184;ID=MI0000481	0.101957037358707	0
chr6	.	miRNA	52009147	52009232	.	+	.	Name=hsa-mir-206;ID=MI0000490	0.101957037358707	0
chr8	.	miRNA	22102475	22102556	.	-	.	Name=hsa-mir-320a;ID=MI0000542	5.03969178533021	2
chr20	.	miRNA	61151513	61151583	.	+	.	Name=hsa-mir-1-1;ID=MI0000651	1.6067157863434	1
chr2	.	miRNA	219866367	219866430	.	-	.	Name=hsa-mir-375;ID=MI0000783	0.101957037358707	0
chr11	.	miRNA	75046136	75046230	.	-	.	Name=hsa-mir-326;ID=MI0000808	1.98595484339174	1
chr6	.	miRNA	52013721	52013839	.	+	.	Name=hsa-mir-133b;ID=MI0000822	0.101957037358707	0
chrX	.	miRNA	76225829	76225926	.	-	.	Name=hsa-mir-325;ID=MI0000824	0.0575052747878735	0
chr10	.	miRNA	88024451	88024545	.	-	.	Name=hsa-mir-346;ID=MI0000826	0.0575052747878735	0
chrX	.	miRNA	76139698	76139785	.	-	.	Name=hsa-mir-384;ID=MI0001145	0.197267217163032	0
chr15	.	miRNA	64163129	64163218	.	-	.	Name=hsa-mir-422a;ID=MI0001444	0.101957037358707	0
chrX	.	miRNA	114058017	114058127	.	+	.	Name=hsa-mir-448;ID=MI0001637	0.101957037358707	0
chr1	.	miRNA	1104385	1104467	.	+	.	Name=hsa-mir-429;ID=MI0001641	2.81041610549234	1
chr5	.	miRNA	54466360	54466450	.	-	.	Name=hsa-mir-449a;ID=MI0001648	3.12223229622571	2
chr17	.	miRNA	27188387	27188458	.	-	.	Name=hsa-mir-451a;ID=MI0001729	2.11563245281528	1
chr16	.	miRNA	15737151	15737229	.	+	.	Name=hsa-mir-484;ID=MI0002468	7.77756603730581	2
chr12	.	miRNA	95228174	95228289	.	+	.	Name=hsa-mir-492;ID=MI0003131	0.0575052747878735	0
chr14	.	miRNA	101526910	101527011	.	+	.	Name=hsa-mir-496;ID=MI0003136	0.101957037358707	0
chr19	.	miRNA	54177451	54177574	.	+	.	Name=hsa-mir-498;ID=MI0003142	0.0575052747878735	0
chr19	.	miRNA	54178965	54179051	.	+	.	Name=hsa-mir-520e;ID=MI0003143	0.1484770529936	0
chr19	.	miRNA	54204481	54204541	.	+	.	Name=hsa-mir-520b;ID=MI0003155	0.1484770529936	0
chr19	.	miRNA	54205991	54206073	.	+	.	Name=hsa-mir-518b;ID=MI0003156	0.101957037358707	0
chr19	.	miRNA	54209506	54209590	.	+	.	Name=hsa-mir-526a-1;ID=MI0003157	0.505375298960379	0
chr19	.	miRNA	54219848	54219934	.	+	.	Name=hsa-mir-521-2;ID=MI0003163	0.101957037358707	0
chr19	.	miRNA	54230176	54230240	.	+	.	Name=hsa-mir-526a-2;ID=MI0003168	0.505375298960379	0
chr19	.	miRNA	54245766	54245853	.	+	.	Name=hsa-mir-520h;ID=MI0003175	0.101957037358707	0
chr19	.	miRNA	54251890	54251976	.	+	.	Name=hsa-mir-521-1;ID=MI0003176	0.101957037358707	0
chr19	.	miRNA	54257272	54257356	.	+	.	Name=hsa-mir-527;ID=MI0003179	0.600685478764704	0
chrX	.	miRNA	146312502	146312595	.	-	.	Name=hsa-mir-507;ID=MI0003194	0.1484770529936	0
chr14	.	miRNA	101514995	101515085	.	+	.	Name=hsa-mir-544a;ID=MI0003515	0.101957037358707	0
chr1	.	miRNA	3477259	3477354	.	-	.	Name=hsa-mir-551a;ID=MI0003556	0.1484770529936	0
chr1	.	miRNA	100746797	100746864	.	+	.	Name=hsa-mir-553;ID=MI0003558	0.1484770529936	0
chr1	.	miRNA	151518272	151518367	.	+	.	Name=hsa-mir-554;ID=MI0003559	0.1484770529936	0
chr1	.	miRNA	155316141	155316236	.	-	.	Name=hsa-mir-555;ID=MI0003561	0.1484770529936	0
chr1	.	miRNA	168344762	168344859	.	+	.	Name=hsa-mir-557;ID=MI0003563	0.0575052747878735	0
chr2	.	miRNA	32757220	32757313	.	+	.	Name=hsa-mir-558;ID=MI0003564	0.248560511550583	0
chr2	.	miRNA	47604814	47604909	.	+	.	Name=hsa-mir-559;ID=MI0003565	0.1484770529936	0
chr2	.	miRNA	233037363	233037457	.	+	.	Name=hsa-mir-562;ID=MI0003568	0.197267217163032	0
chr3	.	miRNA	15915278	15915356	.	+	.	Name=hsa-mir-563;ID=MI0003569	0.248560511550583	0
chr3	.	miRNA	44903380	44903473	.	+	.	Name=hsa-mir-564;ID=MI0003570	0.248560511550583	0
chr3	.	miRNA	50210759	50210852	.	+	.	Name=hsa-mir-566;ID=MI0003572	0.248560511550583	0
chr3	.	miRNA	111831648	111831745	.	+	.	Name=hsa-mir-567;ID=MI0003573	0.0575052747878735	0
chr3	.	miRNA	114035322	114035416	.	-	.	Name=hsa-mir-568;ID=MI0003574	0.197267217163032	0
chr3	.	miRNA	170824453	170824548	.	-	.	Name=hsa-mir-569;ID=MI0003576	0.1484770529936	0
chr4	.	miRNA	343946	344041	.	+	.	Name=hsa-mir-571;ID=MI0003578	0.1484770529936	0
chr4	.	miRNA	11370451	11370545	.	+	.	Name=hsa-mir-572;ID=MI0003579	0.890414397722978	0
chr4	.	miRNA	24521815	24521913	.	-	.	Name=hsa-mir-573;ID=MI0003580	5.22834667600535	2
chr4	.	miRNA	83674490	83674583	.	-	.	Name=hsa-mir-575;ID=MI0003582	0.248560511550583	0
chr4	.	miRNA	115577915	115578010	.	+	.	Name=hsa-mir-577;ID=MI0003584	0.1484770529936	0
chr4	.	miRNA	166307394	166307489	.	+	.	Name=hsa-mir-578;ID=MI0003585	0.1484770529936	0
chr5	.	miRNA	53247334	53247429	.	-	.	Name=hsa-mir-581;ID=MI0003588	2.39879981495665	1
chr5	.	miRNA	95414842	95414916	.	+	.	Name=hsa-mir-583;ID=MI0003590	0.1484770529936	0
chr6	.	miRNA	45165411	45165507	.	-	.	Name=hsa-mir-586;ID=MI0003594	1.6067157863434	1
chr6	.	miRNA	107232000	107232095	.	+	.	Name=hsa-mir-587;ID=MI0003595	0.551895314595272	0
chr6	.	miRNA	126805777	126805859	.	+	.	Name=hsa-mir-588;ID=MI0003597	0.551895314595272	0
chr7	.	miRNA	95848974	95849068	.	-	.	Name=hsa-mir-591;ID=MI0003603	0.197267217163032	0
chr7	.	miRNA	126698142	126698238	.	-	.	Name=hsa-mir-592;ID=MI0003604	1.01702016414717	1
chr7	.	miRNA	158325410	158325505	.	-	.	Name=hsa-mir-595;ID=MI0003607	0.1484770529936	0
chr8	.	miRNA	1765397	1765473	.	+	.	Name=hsa-mir-596;ID=MI0003608	0.1484770529936	0
chr8	.	miRNA	100548864	100548958	.	-	.	Name=hsa-mir-599;ID=MI0003611	0.197267217163032	0
chr9	.	miRNA	125873825	125873922	.	-	.	Name=hsa-mir-600;ID=MI0003613	1.92977920650597	1
chr9	.	miRNA	126164804	126164882	.	-	.	Name=hsa-mir-601;ID=MI0003614	0.101957037358707	0
chr9	.	miRNA	140732871	140732968	.	+	.	Name=hsa-mir-602;ID=MI0003615	0.465013048378368	0
chr10	.	miRNA	24564614	24564710	.	+	.	Name=hsa-mir-603;ID=MI0003616	0.101957037358707	0
chr10	.	miRNA	29833933	29834026	.	-	.	Name=hsa-mir-604;ID=MI0003617	0.248560511550583	0
chr10	.	miRNA	77312216	77312311	.	+	.	Name=hsa-mir-606;ID=MI0003619	0.1484770529936	0
chr10	.	miRNA	98588426	98588521	.	-	.	Name=hsa-mir-607;ID=MI0003620	0.841624233553546	0
chr10	.	miRNA	102734742	102734841	.	+	.	Name=hsa-mir-608;ID=MI0003621	-0.0258763341511775	0
chr10	.	miRNA	105978547	105978641	.	-	.	Name=hsa-mir-609;ID=MI0003622	0.197267217163032	0
chr11	.	miRNA	28078362	28078457	.	+	.	Name=hsa-mir-610;ID=MI0003623	0.1484770529936	0
chr11	.	miRNA	61559967	61560033	.	-	.	Name=hsa-mir-611;ID=MI0003624	0.0575052747878735	0
chr11	.	miRNA	65211929	65212028	.	+	.	Name=hsa-mir-612;ID=MI0003625	0.377541927450494	0
chr12	.	miRNA	12917583	12917677	.	+	.	Name=hsa-mir-613;ID=MI0003626	0.197267217163032	0
chr12	.	miRNA	13068763	13068852	.	+	.	Name=hsa-mir-614;ID=MI0003627	0.0575052747878735	0
chr12	.	miRNA	81226312	81226408	.	-	.	Name=hsa-mir-617;ID=MI0003631	0.101957037358707	0
chr12	.	miRNA	81329515	81329612	.	-	.	Name=hsa-mir-618;ID=MI0003632	0.0575052747878735	0
chr12	.	miRNA	116586365	116586459	.	-	.	Name=hsa-mir-620;ID=MI0003634	0.197267217163032	0
chr13	.	miRNA	41384902	41384997	.	+	.	Name=hsa-mir-621;ID=MI0003635	0.1484770529936	0
chr13	.	miRNA	90883436	90883531	.	+	.	Name=hsa-mir-622;ID=MI0003636	0.1484770529936	0
chr13	.	miRNA	100008385	100008482	.	+	.	Name=hsa-mir-623;ID=MI0003637	0.0575052747878735	0
chr15	.	miRNA	41983783	41983876	.	+	.	Name=hsa-mir-626;ID=MI0003640	0.248560511550583	0
chr15	.	miRNA	72879558	72879654	.	+	.	Name=hsa-mir-630;ID=MI0003644	0.101957037358707	0
chr15	.	miRNA	75645952	75646026	.	-	.	Name=hsa-mir-631;ID=MI0003645	0.1484770529936	0
chr17	.	miRNA	30677128	30677221	.	+	.	Name=hsa-mir-632;ID=MI0003647	2.55114560454463	1
chr17	.	miRNA	61021576	61021673	.	+	.	Name=hsa-mir-633;ID=MI0003648	0.0575052747878735	0
chr17	.	miRNA	64783190	64783286	.	+	.	Name=hsa-mir-634;ID=MI0003649	0.101957037358707	0
chr17	.	miRNA	66420592	66420689	.	-	.	Name=hsa-mir-635;ID=MI0003650	0.0575052747878735	0
chr17	.	miRNA	74732532	74732630	.	-	.	Name=hsa-mir-636;ID=MI0003651	0.747580612348468	0
chr19	.	miRNA	3961412	3961510	.	-	.	Name=hsa-mir-637;ID=MI0003652	0.0149456603690776	0
chr19	.	miRNA	10829080	10829179	.	+	.	Name=hsa-mir-638;ID=MI0003653	0.891640497641988	1
chr19	.	miRNA	14640355	14640452	.	+	.	Name=hsa-mir-639;ID=MI0003654	2.13847920661648	1
chr19	.	miRNA	19545872	19545967	.	+	.	Name=hsa-mir-640;ID=MI0003655	0.1484770529936	0
chr19	.	miRNA	40788450	40788548	.	-	.	Name=hsa-mir-641;ID=MI0003656	6.5245740316032	2
chr19	.	miRNA	52785050	52785146	.	+	.	Name=hsa-mir-643;ID=MI0003658	3.76536138241375	2
chr20	.	miRNA	33054130	33054223	.	+	.	Name=hsa-mir-644a;ID=MI0003659	0.248560511550583	0
chr20	.	miRNA	49202323	49202416	.	+	.	Name=hsa-mir-645;ID=MI0003660	0.248560511550583	0
chr20	.	miRNA	58883532	58883625	.	+	.	Name=hsa-mir-646;ID=MI0003661	0.248560511550583	0
chr20	.	miRNA	62573984	62574079	.	-	.	Name=hsa-mir-647;ID=MI0003662	0.1484770529936	0
chr22	.	miRNA	18463634	18463727	.	-	.	Name=hsa-mir-648;ID=MI0003663	0.248560511550583	0
chr22	.	miRNA	21388465	21388561	.	-	.	Name=hsa-mir-649;ID=MI0003664	0.101957037358707	0
chr22	.	miRNA	23165270	23165365	.	+	.	Name=hsa-mir-650;ID=MI0003665	0.1484770529936	0
chr8	.	miRNA	145019359	145019447	.	-	.	Name=hsa-mir-661;ID=MI0003669	0.0149456603690776	0
chr16	.	miRNA	820183	820277	.	+	.	Name=hsa-mir-662;ID=MI0003670	2.88555028405879	1
chr20	.	miRNA	26188822	26188914	.	-	.	Name=hsa-mir-663a;ID=MI0003672	0.505375298960379	0
chr15	.	miRNA	81134319	81134414	.	-	.	Name=hsa-mir-549a;ID=MI0003679	0.1484770529936	0
chr17	.	miRNA	79099076	79099173	.	-	.	Name=hsa-mir-657;ID=MI0003681	0.0575052747878735	0
chr22	.	miRNA	38240279	38240378	.	-	.	Name=hsa-mir-658;ID=MI0003682	-0.0258763341511775	0
chrX	.	miRNA	73438212	73438296	.	-	.	Name=hsa-mir-421;ID=MI0003685	7.16890702561461	2
chrX	.	miRNA	113887130	113887198	.	+	.	Name=hsa-mir-1264;ID=MI0003758	0.0575052747878735	0
chr14	.	miRNA	100575756	100575851	.	-	.	Name=hsa-mir-151b;ID=MI0003772	7.78033245858252	2
chr1	.	miRNA	117214371	117214449	.	+	.	Name=hsa-mir-320b-1;ID=MI0003776	4.08352877832511	2
chr18	.	miRNA	19263471	19263558	.	+	.	Name=hsa-mir-320c-1;ID=MI0003778	3.63263861856154	2
chr19	.	miRNA	54175222	54175294	.	+	.	Name=hsa-mir-1323;ID=MI0003786	0.101957037358707	0
chr19	.	miRNA	54191735	54191821	.	+	.	Name=hsa-mir-1283-1;ID=MI0003832	0.792032374919302	0
chr1	.	miRNA	224444706	224444843	.	-	.	Name=hsa-mir-320b-2;ID=MI0003839	4.09275699251336	2
chr8	.	miRNA	94928250	94928347	.	-	.	Name=hsa-mir-378d-2;ID=MI0003840	4.84136315648909	2
chr16	.	miRNA	30905224	30905306	.	+	.	Name=hsa-mir-762;ID=MI0003892	0.101957037358707	0
chr21	.	miRNA	37093013	37093106	.	+	.	Name=hsa-mir-802;ID=MI0003906	0.0575052747878735	0
chr6	.	miRNA	98472407	98472497	.	+	.	Name=hsa-mir-2113;ID=MI0003939	0.1484770529936	0
chr1	.	miRNA	52302016	52302074	.	-	.	Name=hsa-mir-761;ID=MI0003941	0.101957037358707	0
chrX	.	miRNA	113873918	113874002	.	+	.	Name=hsa-mir-764;ID=MI0003944	0.101957037358707	0
chr13	.	miRNA	53384185	53384275	.	+	.	Name=hsa-mir-759;ID=MI0004065	0.101957037358707	0
chr1	.	miRNA	156905923	156906036	.	-	.	Name=hsa-mir-765;ID=MI0005116	0.841624233553546	0
chr20	.	miRNA	57393281	57393368	.	-	.	Name=hsa-mir-298;ID=MI0005523	0.0149456603690776	0
chr14	.	miRNA	101507700	101507782	.	+	.	Name=hsa-mir-300;ID=MI0005525	0.101957037358707	0
chrX	.	miRNA	145078187	145078261	.	-	.	Name=hsa-mir-892a;ID=MI0005528	0.551895314595272	0
chrX	.	miRNA	145075793	145075869	.	-	.	Name=hsa-mir-890;ID=MI0005533	0.841624233553546	0
chrX	.	miRNA	145082571	145082649	.	-	.	Name=hsa-mir-891b;ID=MI0005534	0.101957037358707	0
chrX	.	miRNA	145078716	145078792	.	-	.	Name=hsa-mir-892b;ID=MI0005538	0.101957037358707	0
chr15	.	miRNA	45725248	45725327	.	+	.	Name=hsa-mir-147b;ID=MI0005544	3.29799772477462	2
chr1	.	miRNA	154166141	154166219	.	-	.	Name=hsa-mir-190b;ID=MI0005545	4.22964685933691	2
chr14	.	miRNA	101341370	101341441	.	+	.	Name=hsa-mir-665;ID=MI0005563	0.197267217163032	0
chr14	.	miRNA	101498324	101498401	.	+	.	Name=hsa-mir-543;ID=MI0005565	0.101957037358707	0
chr1	.	miRNA	94312388	94312467	.	+	.	Name=hsa-mir-760;ID=MI0005567	0.197267217163032	0
chr22	.	miRNA	22007270	22007347	.	+	.	Name=hsa-mir-301b;ID=MI0005568	7.84652803226347	2
chr12	.	miRNA	24365355	24365429	.	+	.	Name=hsa-mir-920;ID=MI0005712	0.197267217163032	0
chr1	.	miRNA	166123980	166124035	.	-	.	Name=hsa-mir-921;ID=MI0005713	-0.0258763341511775	0
chr3	.	miRNA	197401367	197401447	.	-	.	Name=hsa-mir-922;ID=MI0005714	0.0575052747878735	0
chr18	.	miRNA	37202087	37202139	.	-	.	Name=hsa-mir-924;ID=MI0005716	0.197267217163032	0
chr2	.	miRNA	176032361	176032437	.	-	.	Name=hsa-mir-933;ID=MI0005755	0.798166653589054	0
chrX	.	miRNA	135633037	135633119	.	+	.	Name=hsa-mir-934;ID=MI0005756	0.101957037358707	0
chr19	.	miRNA	54485561	54485651	.	+	.	Name=hsa-mir-935;ID=MI0005757	4.43090612773263	2
chr10	.	miRNA	105807847	105807944	.	-	.	Name=hsa-mir-936;ID=MI0005758	0.101957037358707	0
chr10	.	miRNA	29891193	29891275	.	-	.	Name=hsa-mir-938;ID=MI0005760	1.01702016414717	1
chr16	.	miRNA	2321748	2321841	.	+	.	Name=hsa-mir-940;ID=MI0005762	3.27915898365508	2
chr20	.	miRNA	62550802	62550873	.	+	.	Name=hsa-mir-941-1;ID=MI0005763	2.19359431330425	1
chr20	.	miRNA	62550858	62550929	.	+	.	Name=hsa-mir-941-2;ID=MI0005764	2.19359431330425	1
chr20	.	miRNA	62550914	62550985	.	+	.	Name=hsa-mir-941-3;ID=MI0005765	2.19359431330425	1
chr20	.	miRNA	62551109	62551180	.	+	.	Name=hsa-mir-941-4;ID=MI0005766	2.19359431330425	1
chr4	.	miRNA	1988111	1988204	.	-	.	Name=hsa-mir-943;ID=MI0005768	2.54302075585961	1
chr3	.	miRNA	189547711	189547798	.	+	.	Name=hsa-mir-944;ID=MI0005769	0.101957037358707	0
chr4	.	miRNA	111781738	111781803	.	-	.	Name=hsa-mir-297;ID=MI0005775	0.1484770529936	0
chr15	.	miRNA	89151338	89151428	.	+	.	Name=hsa-mir-1179;ID=MI0006272	0.1484770529936	0
chr19	.	miRNA	10514134	10514214	.	-	.	Name=hsa-mir-1181;ID=MI0006274	0.555984826584094	0
chr1	.	miRNA	231155574	231155670	.	-	.	Name=hsa-mir-1182;ID=MI0006275	0.0575052747878735	0
chr7	.	miRNA	21510676	21510764	.	+	.	Name=hsa-mir-1183;ID=MI0006276	-0.102837375287306	0
chrX	.	miRNA	154115635	154115733	.	-	.	Name=hsa-mir-1184-1;ID=MI0006277	0.0575052747878735	0
chr1	.	miRNA	201777739	201777830	.	+	.	Name=hsa-mir-1231;ID=MI0006321	0.197267217163032	0
chr7	.	miRNA	36958962	36959037	.	-	.	Name=hsa-mir-1200;ID=MI0006332	0.101957037358707	0
chr6	.	miRNA	156267931	156268013	.	+	.	Name=hsa-mir-1202;ID=MI0006334	0.1484770529936	0
chr17	.	miRNA	46233789	46233873	.	-	.	Name=hsa-mir-1203;ID=MI0006335	0.1484770529936	0
chr2	.	miRNA	133014539	133014653	.	-	.	Name=hsa-mir-663b;ID=MI0006336	0.792032374919302	0
chr8	.	miRNA	128808208	128808274	.	+	.	Name=hsa-mir-1204;ID=MI0006337	0.1484770529936	0
chr8	.	miRNA	128972879	128972941	.	+	.	Name=hsa-mir-1205;ID=MI0006338	0.197267217163032	0
chr8	.	miRNA	129021144	129021202	.	+	.	Name=hsa-mir-1206;ID=MI0006339	0.1484770529936	0
chr8	.	miRNA	129162362	129162434	.	+	.	Name=hsa-mir-1208;ID=MI0006341	1.29587950583114	1
chr22	.	miRNA	20236657	20236734	.	-	.	Name=hsa-mir-1286;ID=MI0006348	3.59661287068442	2
chr20	.	miRNA	34041776	34041919	.	-	.	Name=hsa-mir-1289-1;ID=MI0006350	0.0575052747878735	0
chr5	.	miRNA	132763288	132763398	.	-	.	Name=hsa-mir-1289-2;ID=MI0006351	0.0575052747878735	0
chr1	.	miRNA	19223565	19223642	.	-	.	Name=hsa-mir-1290;ID=MI0006352	1.16607734334375	1
chr12	.	miRNA	49048227	49048313	.	-	.	Name=hsa-mir-1291;ID=MI0006353	4.0432516055093	2
chr11	.	miRNA	70130061	70130176	.	+	.	Name=hsa-mir-548k;ID=MI0006354	5.06856989240414	2
chr12	.	miRNA	50627925	50627995	.	-	.	Name=hsa-mir-1293;ID=MI0006355	2.80673027002853	1
chr5	.	miRNA	153726666	153726807	.	+	.	Name=hsa-mir-1294;ID=MI0006356	2.54670155884717	1
chr1	.	miRNA	171070869	171070947	.	-	.	Name=hsa-mir-1295a;ID=MI0006357	0.1484770529936	0
chr13	.	miRNA	54886107	54886183	.	-	.	Name=hsa-mir-1297;ID=MI0006358	6.36757363339492	2
chr9	.	miRNA	69002239	69002321	.	-	.	Name=hsa-mir-1299;ID=MI0006359	0.101957037358707	0
chr11	.	miRNA	94199661	94199746	.	-	.	Name=hsa-mir-548l;ID=MI0006361	3.2614341958664	2
chr12	.	miRNA	113132839	113132981	.	-	.	Name=hsa-mir-1302-1;ID=MI0006362	0.1484770529936	0
chr1	.	miRNA	30366	30503	.	+	.	Name=hsa-mir-1302-2;ID=MI0006363	0.1484770529936	0
chr2	.	miRNA	114340536	114340673	.	-	.	Name=hsa-mir-1302-3;ID=MI0006364	0.1484770529936	0
chr2	.	miRNA	208133999	208134148	.	-	.	Name=hsa-mir-1302-4;ID=MI0006365	0.1484770529936	0
chr20	.	miRNA	49231173	49231322	.	-	.	Name=hsa-mir-1302-5;ID=MI0006366	0.1484770529936	0
chr7	.	miRNA	18166843	18166932	.	-	.	Name=hsa-mir-1302-6;ID=MI0006367	0.1484770529936	0
chr8	.	miRNA	142867603	142867674	.	-	.	Name=hsa-mir-1302-7;ID=MI0006368	0.1484770529936	0
chr9	.	miRNA	100125836	100125963	.	-	.	Name=hsa-mir-1302-8;ID=MI0006369	0.1484770529936	0
chr5	.	miRNA	154065336	154065421	.	+	.	Name=hsa-mir-1303;ID=MI0006370	0.505375298960379	0
chr4	.	miRNA	183090446	183090531	.	+	.	Name=hsa-mir-1305;ID=MI0006372	1.60398758762849	1
chr4	.	miRNA	114028019	114028111	.	+	.	Name=hsa-mir-1243;ID=MI0006373	0.101957037358707	0
chr12	.	miRNA	9392063	9392147	.	-	.	Name=hsa-mir-1244-1;ID=MI0006379	2.42185226796587	1
chr2	.	miRNA	189842818	189842887	.	+	.	Name=hsa-mir-1245a;ID=MI0006380	0.1484770529936	0
chr2	.	miRNA	177465708	177465780	.	-	.	Name=hsa-mir-1246;ID=MI0006381	6.04110610739096	2
chr3	.	miRNA	186504461	186504566	.	+	.	Name=hsa-mir-1248;ID=MI0006383	6.31096343298453	2
chr22	.	miRNA	45596835	45596900	.	-	.	Name=hsa-mir-1249;ID=MI0006384	1.19647143483872	1
chr17	.	miRNA	2651372	2651476	.	-	.	Name=hsa-mir-1253;ID=MI0006387	0.1484770529936	0
chr10	.	miRNA	70519075	70519171	.	+	.	Name=hsa-mir-1254-1;ID=MI0006388	0.0149456603690776	0
chr4	.	miRNA	102251459	102251571	.	-	.	Name=hsa-mir-1255a;ID=MI0006389	0.465013048378368	0
chr1	.	miRNA	21314807	21314925	.	-	.	Name=hsa-mir-1256;ID=MI0006390	1.01456042366189	1
chr20	.	miRNA	60528602	60528718	.	-	.	Name=hsa-mir-1257;ID=MI0006391	1.4003633145174	1
chr2	.	miRNA	180725563	180725635	.	-	.	Name=hsa-mir-1258;ID=MI0006392	0.1484770529936	0
chr14	.	miRNA	77732561	77732633	.	+	.	Name=hsa-mir-1260a;ID=MI0006394	1.80329138749651	1
chr11	.	miRNA	90602289	90602370	.	-	.	Name=hsa-mir-1261;ID=MI0006396	0.248560511550583	0
chr1	.	miRNA	68649201	68649293	.	-	.	Name=hsa-mir-1262;ID=MI0006397	1.35734552449049	1
chr3	.	miRNA	163889259	163889344	.	-	.	Name=hsa-mir-1263;ID=MI0006398	0.101957037358707	0
chr7	.	miRNA	34980372	34980446	.	-	.	Name=hsa-mir-548n;ID=MI0006399	3.67226701386146	2
chrX	.	miRNA	94318140	94318225	.	-	.	Name=hsa-mir-548m;ID=MI0006400	0.1484770529936	0
chr10	.	miRNA	14478575	14478660	.	+	.	Name=hsa-mir-1265;ID=MI0006401	0.101957037358707	0
chr13	.	miRNA	108183519	108183596	.	-	.	Name=hsa-mir-1267;ID=MI0006404	2.45106214598765	1
chr15	.	miRNA	22513229	22513280	.	-	.	Name=hsa-mir-1268a;ID=MI0006405	0.302627732820859	0
chr4	.	miRNA	67142542	67142646	.	+	.	Name=hsa-mir-1269a;ID=MI0006406	0.101957037358707	0
chr19	.	miRNA	20510081	20510163	.	-	.	Name=hsa-mir-1270-1;ID=MI0006407	0.0575052747878735	0
chr15	.	miRNA	65054586	65054714	.	-	.	Name=hsa-mir-1272;ID=MI0006408	0.342410726286035	0
chr8	.	miRNA	101036210	101036312	.	-	.	Name=hsa-mir-1273a;ID=MI0006409	-0.0258763341511775	0
chr6	.	miRNA	33967749	33967828	.	-	.	Name=hsa-mir-1275;ID=MI0006415	1.27238953296399	1
chr15	.	miRNA	86313727	86313809	.	-	.	Name=hsa-mir-1276;ID=MI0006416	2.44694343261915	1
chr11	.	miRNA	7255997	7256068	.	+	.	Name=hsa-mir-302e;ID=MI0006417	0.359786146660807	0
chr18	.	miRNA	27878876	27878926	.	+	.	Name=hsa-mir-302f;ID=MI0006418	0.359786146660807	0
chr5	.	miRNA	100152186	100152269	.	-	.	Name=hsa-mir-548p;ID=MI0006420	0.101957037358707	0
chr3	.	miRNA	125509247	125509395	.	-	.	Name=hsa-mir-548i-1;ID=MI0006421	0.101957037358707	0
chr4	.	miRNA	9557789	9557937	.	-	.	Name=hsa-mir-548i-2;ID=MI0006422	0.101957037358707	0
chr8	.	miRNA	7946463	7946611	.	-	.	Name=hsa-mir-548i-3;ID=MI0006423	0.101957037358707	0
chrX	.	miRNA	83480760	83480836	.	-	.	Name=hsa-mir-548i-4;ID=MI0006424	0.101957037358707	0
chr1	.	miRNA	193105633	193105713	.	+	.	Name=hsa-mir-1278;ID=MI0006425	1.48517955547925	1
chr12	.	miRNA	69666937	69666998	.	-	.	Name=hsa-mir-1279;ID=MI0006426	0.359786146660807	0
chr22	.	miRNA	41488517	41488570	.	+	.	Name=hsa-mir-1281;ID=MI0006428	0.359786146660807	0
chr15	.	miRNA	44085857	44085957	.	-	.	Name=hsa-mir-1282;ID=MI0006429	0.197267217163032	0
chr19	.	miRNA	54261486	54261572	.	+	.	Name=hsa-mir-1283-2;ID=MI0006430	0.792032374919302	0
chr3	.	miRNA	71591121	71591240	.	-	.	Name=hsa-mir-1284;ID=MI0006431	0.505375298960379	0
chrX	.	miRNA	85090785	85090863	.	+	.	Name=hsa-mir-1321;ID=MI0006652	0.302627732820859	0
chr8	.	miRNA	10682883	10682953	.	-	.	Name=hsa-mir-1322;ID=MI0006653	0.248560511550583	0
chr14	.	miRNA	101491901	101491988	.	+	.	Name=hsa-mir-1197;ID=MI0006656	0.551895314595272	0
chr3	.	miRNA	75679914	75680009	.	+	.	Name=hsa-mir-1324;ID=MI0006657	0.0149456603690776	0
chr15	.	miRNA	96876490	96876536	.	+	.	Name=hsa-mir-1469;ID=MI0007074	0.101957037358707	0
chr19	.	miRNA	15560359	15560419	.	+	.	Name=hsa-mir-1470;ID=MI0007075	0.1484770529936	0
chr2	.	miRNA	232756952	232757008	.	-	.	Name=hsa-mir-1471;ID=MI0007076	0.101957037358707	0
chr16	.	miRNA	69599711	69599771	.	-	.	Name=hsa-mir-1538;ID=MI0007259	0.460923536389545	0
chr18	.	miRNA	47013743	47013792	.	+	.	Name=hsa-mir-1539;ID=MI0007260	0.551895314595272	0
chr5	.	miRNA	167987909	167987970	.	+	.	Name=hsa-mir-103b-1;ID=MI0007261	0.0575052747878735	0
chr20	.	miRNA	3898149	3898210	.	-	.	Name=hsa-mir-103b-2;ID=MI0007262	0.0575052747878735	0
chr13	.	miRNA	41301964	41302011	.	-	.	Name=hsa-mir-320d-1;ID=MI0008190	3.7452539423918	2
chr18	.	miRNA	21901650	21901699	.	+	.	Name=hsa-mir-320c-2;ID=MI0008191	3.64851976211151	2
chrX	.	miRNA	140008337	140008384	.	-	.	Name=hsa-mir-320d-2;ID=MI0008192	3.71467973208931	2
