chr	source	feature	start	end	score	strand	frame	group	log_RPM	expression
chrX	.	miRNA	146366159	146366246	.	-	.	Name=hsa-mir-514a-3;ID=MI0003200	-2.31556508081179	1
chrX	.	miRNA	149396239	149396318	.	+	.	Name=hsa-mir-2114;ID=MI0010633	-2.65961699493857	1
chrX	.	miRNA	151127050	151127130	.	-	.	Name=hsa-mir-224;ID=MI0000301	3.91923909680038	2
chrX	.	miRNA	151128100	151128184	.	-	.	Name=hsa-mir-452;ID=MI0001733	2.5894497381938	2
chrX	.	miRNA	151560691	151560771	.	-	.	Name=hsa-mir-105-1;ID=MI0000111	-5.17496571531869	0
chrX	.	miRNA	151561893	151562001	.	-	.	Name=hsa-mir-767;ID=MI0003763	-5.17496571531869	0
chrX	.	miRNA	151562884	151562964	.	-	.	Name=hsa-mir-105-2;ID=MI0000112	-5.17496571531869	0
chrX	.	miRNA	153678668	153678734	.	+	.	Name=hsa-mir-6858;ID=MI0022704	-5.17496571531869	0
chrX	.	miRNA	153996871	153996931	.	+	.	Name=hsa-mir-664b;ID=MI0019134	-0.035073313199137	2
chr10	.	miRNA	91352504	91352584	.	-	.	Name=hsa-mir-107;ID=MI0000114	5.52120408904073	2
chr3	.	miRNA	120114515	120114576	.	-	.	Name=hsa-mir-198;ID=MI0000240	-3.30567621893175	0
chr9	.	miRNA	123007257	123007328	.	-	.	Name=hsa-mir-147a;ID=MI0000262	-5.17496571531869	0
chr14	.	miRNA	104583742	104583851	.	+	.	Name=hsa-mir-203a;ID=MI0000283	-1.2361834053194	1
chr2	.	miRNA	56210102	56210211	.	-	.	Name=hsa-mir-217;ID=MI0000293	0.0606233070945833	2
chr18	.	miRNA	19408965	19409049	.	-	.	Name=hsa-mir-1-2;ID=MI0000437	-1.2846615137626	1
chr1	.	miRNA	98511626	98511727	.	-	.	Name=hsa-mir-137;ID=MI0000454	8.06715049310455	2
chr15	.	miRNA	79502130	79502213	.	+	.	Name=hsa-mir-184;ID=MI0000481	-1.39937732514485	1
chr6	.	miRNA	52009147	52009232	.	+	.	Name=hsa-mir-206;ID=MI0000490	-5.17496571531869	0
chr8	.	miRNA	22102475	22102556	.	-	.	Name=hsa-mir-320a;ID=MI0000542	2.8295413324857	2
chr20	.	miRNA	61151513	61151583	.	+	.	Name=hsa-mir-1-1;ID=MI0000651	-1.2846615137626	1
chr2	.	miRNA	219866367	219866430	.	-	.	Name=hsa-mir-375;ID=MI0000783	-4.3116867980044	0
chr11	.	miRNA	75046136	75046230	.	-	.	Name=hsa-mir-326;ID=MI0000808	-3.45761732935046	0
chr6	.	miRNA	52013721	52013839	.	+	.	Name=hsa-mir-133b;ID=MI0000822	-5.17496571531869	0
chrX	.	miRNA	76225829	76225926	.	-	.	Name=hsa-mir-325;ID=MI0000824	-5.17496571531869	0
chr10	.	miRNA	88024451	88024545	.	-	.	Name=hsa-mir-346;ID=MI0000826	-5.17496571531869	0
chrX	.	miRNA	76139698	76139785	.	-	.	Name=hsa-mir-384;ID=MI0001145	-5.17496571531869	0
chr15	.	miRNA	64163129	64163218	.	-	.	Name=hsa-mir-422a;ID=MI0001444	-5.17496571531869	0
chrX	.	miRNA	114058017	114058127	.	+	.	Name=hsa-mir-448;ID=MI0001637	-5.17496571531869	0
chr1	.	miRNA	1104385	1104467	.	+	.	Name=hsa-mir-429;ID=MI0001641	-3.74016264729499	0
chr5	.	miRNA	54466360	54466450	.	-	.	Name=hsa-mir-449a;ID=MI0001648	-0.697392516268463	2
chr17	.	miRNA	27188387	27188458	.	-	.	Name=hsa-mir-451a;ID=MI0001729	1.26745623963227	2
chr16	.	miRNA	15737151	15737229	.	+	.	Name=hsa-mir-484;ID=MI0002468	3.18627408478425	2
chr12	.	miRNA	95228174	95228289	.	+	.	Name=hsa-mir-492;ID=MI0003131	-5.17496571531869	0
chr14	.	miRNA	101526910	101527011	.	+	.	Name=hsa-mir-496;ID=MI0003136	0.8790912127486	2
chr19	.	miRNA	54177451	54177574	.	+	.	Name=hsa-mir-498;ID=MI0003142	-5.17496571531869	0
chr19	.	miRNA	54178965	54179051	.	+	.	Name=hsa-mir-520e;ID=MI0003143	-5.17496571531869	0
chr19	.	miRNA	54204481	54204541	.	+	.	Name=hsa-mir-520b;ID=MI0003155	-5.17496571531869	0
chr19	.	miRNA	54205991	54206073	.	+	.	Name=hsa-mir-518b;ID=MI0003156	-4.79860402865823	0
chr19	.	miRNA	54209506	54209590	.	+	.	Name=hsa-mir-526a-1;ID=MI0003157	-5.17496571531869	0
chr19	.	miRNA	54219848	54219934	.	+	.	Name=hsa-mir-521-2;ID=MI0003163	-5.17496571531869	0
chr19	.	miRNA	54230176	54230240	.	+	.	Name=hsa-mir-526a-2;ID=MI0003168	-5.17496571531869	0
chr19	.	miRNA	54245766	54245853	.	+	.	Name=hsa-mir-520h;ID=MI0003175	-5.17496571531869	0
chr19	.	miRNA	54251890	54251976	.	+	.	Name=hsa-mir-521-1;ID=MI0003176	-5.17496571531869	0
chr19	.	miRNA	54257272	54257356	.	+	.	Name=hsa-mir-527;ID=MI0003179	-5.17496571531869	0
chrX	.	miRNA	146312502	146312595	.	-	.	Name=hsa-mir-507;ID=MI0003194	-5.17496571531869	0
chr14	.	miRNA	101514995	101515085	.	+	.	Name=hsa-mir-544a;ID=MI0003515	-0.700092698936497	2
chr1	.	miRNA	3477259	3477354	.	-	.	Name=hsa-mir-551a;ID=MI0003556	-5.17496571531869	0
chr1	.	miRNA	100746797	100746864	.	+	.	Name=hsa-mir-553;ID=MI0003558	-5.17496571531869	0
chr1	.	miRNA	151518272	151518367	.	+	.	Name=hsa-mir-554;ID=MI0003559	-5.17496571531869	0
chr1	.	miRNA	155316141	155316236	.	-	.	Name=hsa-mir-555;ID=MI0003561	-5.17496571531869	0
chr1	.	miRNA	168344762	168344859	.	+	.	Name=hsa-mir-557;ID=MI0003563	-5.17496571531869	0
chr2	.	miRNA	32757220	32757313	.	+	.	Name=hsa-mir-558;ID=MI0003564	-5.17496571531869	0
chr2	.	miRNA	47604814	47604909	.	+	.	Name=hsa-mir-559;ID=MI0003565	-5.17496571531869	0
chr2	.	miRNA	233037363	233037457	.	+	.	Name=hsa-mir-562;ID=MI0003568	-5.17496571531869	0
chr3	.	miRNA	15915278	15915356	.	+	.	Name=hsa-mir-563;ID=MI0003569	-5.17496571531869	0
chr3	.	miRNA	44903380	44903473	.	+	.	Name=hsa-mir-564;ID=MI0003570	-5.17496571531869	0
chr3	.	miRNA	50210759	50210852	.	+	.	Name=hsa-mir-566;ID=MI0003572	-5.17496571531869	0
chr3	.	miRNA	111831648	111831745	.	+	.	Name=hsa-mir-567;ID=MI0003573	-5.17496571531869	0
chr3	.	miRNA	114035322	114035416	.	-	.	Name=hsa-mir-568;ID=MI0003574	-5.17496571531869	0
chr3	.	miRNA	170824453	170824548	.	-	.	Name=hsa-mir-569;ID=MI0003576	-5.17496571531869	0
chr4	.	miRNA	343946	344041	.	+	.	Name=hsa-mir-571;ID=MI0003578	-5.17496571531869	0
chr4	.	miRNA	11370451	11370545	.	+	.	Name=hsa-mir-572;ID=MI0003579	-5.17496571531869	0
chr4	.	miRNA	24521815	24521913	.	-	.	Name=hsa-mir-573;ID=MI0003580	-0.421938162513209	2
chr4	.	miRNA	83674490	83674583	.	-	.	Name=hsa-mir-575;ID=MI0003582	-5.17496571531869	0
chr4	.	miRNA	115577915	115578010	.	+	.	Name=hsa-mir-577;ID=MI0003584	-5.17496571531869	0
chr4	.	miRNA	166307394	166307489	.	+	.	Name=hsa-mir-578;ID=MI0003585	-5.17496571531869	0
chr5	.	miRNA	53247334	53247429	.	-	.	Name=hsa-mir-581;ID=MI0003588	-2.18086596575107	1
chr5	.	miRNA	95414842	95414916	.	+	.	Name=hsa-mir-583;ID=MI0003590	-5.17496571531869	0
chr6	.	miRNA	45165411	45165507	.	-	.	Name=hsa-mir-586;ID=MI0003594	-3.23756854403811	0
chr6	.	miRNA	107232000	107232095	.	+	.	Name=hsa-mir-587;ID=MI0003595	-5.17496571531869	0
chr6	.	miRNA	126805777	126805859	.	+	.	Name=hsa-mir-588;ID=MI0003597	-3.63685366817782	0
chr7	.	miRNA	95848974	95849068	.	-	.	Name=hsa-mir-591;ID=MI0003603	-5.17496571531869	0
chr7	.	miRNA	126698142	126698238	.	-	.	Name=hsa-mir-592;ID=MI0003604	-2.29720267638358	1
chr7	.	miRNA	158325410	158325505	.	-	.	Name=hsa-mir-595;ID=MI0003607	-5.17496571531869	0
chr8	.	miRNA	1765397	1765473	.	+	.	Name=hsa-mir-596;ID=MI0003608	-5.17496571531869	0
chr8	.	miRNA	100548864	100548958	.	-	.	Name=hsa-mir-599;ID=MI0003611	-5.17496571531869	0
chr9	.	miRNA	125873825	125873922	.	-	.	Name=hsa-mir-600;ID=MI0003613	-5.17496571531869	0
chr9	.	miRNA	126164804	126164882	.	-	.	Name=hsa-mir-601;ID=MI0003614	-5.17496571531869	0
chr9	.	miRNA	140732871	140732968	.	+	.	Name=hsa-mir-602;ID=MI0003615	-5.17496571531869	0
chr10	.	miRNA	24564614	24564710	.	+	.	Name=hsa-mir-603;ID=MI0003616	-5.17496571531869	0
chr10	.	miRNA	29833933	29834026	.	-	.	Name=hsa-mir-604;ID=MI0003617	-5.17496571531869	0
chr10	.	miRNA	77312216	77312311	.	+	.	Name=hsa-mir-606;ID=MI0003619	-5.17496571531869	0
chr10	.	miRNA	98588426	98588521	.	-	.	Name=hsa-mir-607;ID=MI0003620	-5.17496571531869	0
chr10	.	miRNA	102734742	102734841	.	+	.	Name=hsa-mir-608;ID=MI0003621	-5.17496571531869	0
chr10	.	miRNA	105978547	105978641	.	-	.	Name=hsa-mir-609;ID=MI0003622	-5.17496571531869	0
chr11	.	miRNA	28078362	28078457	.	+	.	Name=hsa-mir-610;ID=MI0003623	-4.07635342665058	0
chr11	.	miRNA	61559967	61560033	.	-	.	Name=hsa-mir-611;ID=MI0003624	-5.17496571531869	0
chr11	.	miRNA	65211929	65212028	.	+	.	Name=hsa-mir-612;ID=MI0003625	-5.17496571531869	0
chr12	.	miRNA	12917583	12917677	.	+	.	Name=hsa-mir-613;ID=MI0003626	-5.17496571531869	0
chr12	.	miRNA	13068763	13068852	.	+	.	Name=hsa-mir-614;ID=MI0003627	-5.17496571531869	0
chr12	.	miRNA	81226312	81226408	.	-	.	Name=hsa-mir-617;ID=MI0003631	-5.17496571531869	0
chr12	.	miRNA	81329515	81329612	.	-	.	Name=hsa-mir-618;ID=MI0003632	-5.17496571531869	0
chr12	.	miRNA	116586365	116586459	.	-	.	Name=hsa-mir-620;ID=MI0003634	-5.17496571531869	0
chr13	.	miRNA	41384902	41384997	.	+	.	Name=hsa-mir-621;ID=MI0003635	-5.17496571531869	0
chr13	.	miRNA	90883436	90883531	.	+	.	Name=hsa-mir-622;ID=MI0003636	-5.17496571531869	0
chr13	.	miRNA	100008385	100008482	.	+	.	Name=hsa-mir-623;ID=MI0003637	-5.17496571531869	0
chr15	.	miRNA	41983783	41983876	.	+	.	Name=hsa-mir-626;ID=MI0003640	-5.17496571531869	0
chr15	.	miRNA	72879558	72879654	.	+	.	Name=hsa-mir-630;ID=MI0003644	-5.17496571531869	0
chr15	.	miRNA	75645952	75646026	.	-	.	Name=hsa-mir-631;ID=MI0003645	-5.17496571531869	0
chr17	.	miRNA	30677128	30677221	.	+	.	Name=hsa-mir-632;ID=MI0003647	-5.17496571531869	0
chr17	.	miRNA	61021576	61021673	.	+	.	Name=hsa-mir-633;ID=MI0003648	-5.17496571531869	0
chr17	.	miRNA	64783190	64783286	.	+	.	Name=hsa-mir-634;ID=MI0003649	-5.17496571531869	0
chr17	.	miRNA	66420592	66420689	.	-	.	Name=hsa-mir-635;ID=MI0003650	-5.17496571531869	0
chr17	.	miRNA	74732532	74732630	.	-	.	Name=hsa-mir-636;ID=MI0003651	-3.86255205330157	0
chr19	.	miRNA	3961412	3961510	.	-	.	Name=hsa-mir-637;ID=MI0003652	-5.17496571531869	0
chr19	.	miRNA	10829080	10829179	.	+	.	Name=hsa-mir-638;ID=MI0003653	-4.74122029603076	0
chr19	.	miRNA	14640355	14640452	.	+	.	Name=hsa-mir-639;ID=MI0003654	-5.17496571531869	0
chr19	.	miRNA	19545872	19545967	.	+	.	Name=hsa-mir-640;ID=MI0003655	-5.17496571531869	0
chr19	.	miRNA	40788450	40788548	.	-	.	Name=hsa-mir-641;ID=MI0003656	1.26650629109827	2
chr19	.	miRNA	52785050	52785146	.	+	.	Name=hsa-mir-643;ID=MI0003658	-0.197679420645014	2
chr20	.	miRNA	33054130	33054223	.	+	.	Name=hsa-mir-644a;ID=MI0003659	-5.17496571531869	0
chr20	.	miRNA	49202323	49202416	.	+	.	Name=hsa-mir-645;ID=MI0003660	-5.17496571531869	0
chr20	.	miRNA	58883532	58883625	.	+	.	Name=hsa-mir-646;ID=MI0003661	-5.17496571531869	0
chr20	.	miRNA	62573984	62574079	.	-	.	Name=hsa-mir-647;ID=MI0003662	-5.17496571531869	0
chr22	.	miRNA	18463634	18463727	.	-	.	Name=hsa-mir-648;ID=MI0003663	-5.17496571531869	0
chr22	.	miRNA	21388465	21388561	.	-	.	Name=hsa-mir-649;ID=MI0003664	-5.17496571531869	0
chr22	.	miRNA	23165270	23165365	.	+	.	Name=hsa-mir-650;ID=MI0003665	-5.17496571531869	0
chr8	.	miRNA	145019359	145019447	.	-	.	Name=hsa-mir-661;ID=MI0003669	-5.17496571531869	0
chr16	.	miRNA	820183	820277	.	+	.	Name=hsa-mir-662;ID=MI0003670	-5.17496571531869	0
chr20	.	miRNA	26188822	26188914	.	-	.	Name=hsa-mir-663a;ID=MI0003672	-1.30432140250539	1
chr15	.	miRNA	81134319	81134414	.	-	.	Name=hsa-mir-549a;ID=MI0003679	-2.69725589963578	1
chr17	.	miRNA	79099076	79099173	.	-	.	Name=hsa-mir-657;ID=MI0003681	-5.17496571531869	0
chr22	.	miRNA	38240279	38240378	.	-	.	Name=hsa-mir-658;ID=MI0003682	-5.17496571531869	0
chrX	.	miRNA	73438212	73438296	.	-	.	Name=hsa-mir-421;ID=MI0003685	2.33062954570531	2
chrX	.	miRNA	113887130	113887198	.	+	.	Name=hsa-mir-1264;ID=MI0003758	-5.17496571531869	0
chr14	.	miRNA	100575756	100575851	.	-	.	Name=hsa-mir-151b;ID=MI0003772	3.43303261422981	2
chr1	.	miRNA	117214371	117214449	.	+	.	Name=hsa-mir-320b-1;ID=MI0003776	0.638384718430553	2
chr18	.	miRNA	19263471	19263558	.	+	.	Name=hsa-mir-320c-1;ID=MI0003778	-0.397914421671317	2
chr19	.	miRNA	54175222	54175294	.	+	.	Name=hsa-mir-1323;ID=MI0003786	-5.17496571531869	0
chr19	.	miRNA	54191735	54191821	.	+	.	Name=hsa-mir-1283-1;ID=MI0003832	-5.17496571531869	0
chr1	.	miRNA	224444706	224444843	.	-	.	Name=hsa-mir-320b-2;ID=MI0003839	0.636761163051347	2
chr8	.	miRNA	94928250	94928347	.	-	.	Name=hsa-mir-378d-2;ID=MI0003840	-1.95052619133085	1
chr16	.	miRNA	30905224	30905306	.	+	.	Name=hsa-mir-762;ID=MI0003892	1.187365134022	2
chr21	.	miRNA	37093013	37093106	.	+	.	Name=hsa-mir-802;ID=MI0003906	-5.17496571531869	0
chr6	.	miRNA	98472407	98472497	.	+	.	Name=hsa-mir-2113;ID=MI0003939	-5.17496571531869	0
chr1	.	miRNA	52302016	52302074	.	-	.	Name=hsa-mir-761;ID=MI0003941	-5.17496571531869	0
chrX	.	miRNA	113873918	113874002	.	+	.	Name=hsa-mir-764;ID=MI0003944	-5.17496571531869	0
chr13	.	miRNA	53384185	53384275	.	+	.	Name=hsa-mir-759;ID=MI0004065	-5.17496571531869	0
chr1	.	miRNA	156905923	156906036	.	-	.	Name=hsa-mir-765;ID=MI0005116	-3.08813430672845	0
chr20	.	miRNA	57393281	57393368	.	-	.	Name=hsa-mir-298;ID=MI0005523	-5.17496571531869	0
chr14	.	miRNA	101507700	101507782	.	+	.	Name=hsa-mir-300;ID=MI0005525	-5.17496571531869	0
chrX	.	miRNA	145078187	145078261	.	-	.	Name=hsa-mir-892a;ID=MI0005528	-5.17496571531869	0
chrX	.	miRNA	145075793	145075869	.	-	.	Name=hsa-mir-890;ID=MI0005533	-3.23287916290312	0
chrX	.	miRNA	145082571	145082649	.	-	.	Name=hsa-mir-891b;ID=MI0005534	-5.17496571531869	0
chrX	.	miRNA	145078716	145078792	.	-	.	Name=hsa-mir-892b;ID=MI0005538	-5.17496571531869	0
chr15	.	miRNA	45725248	45725327	.	+	.	Name=hsa-mir-147b;ID=MI0005544	-1.02502468170662	2
chr1	.	miRNA	154166141	154166219	.	-	.	Name=hsa-mir-190b;ID=MI0005545	-1.39199109523151	1
chr14	.	miRNA	101341370	101341441	.	+	.	Name=hsa-mir-665;ID=MI0005563	2.51900177306631	2
chr14	.	miRNA	101498324	101498401	.	+	.	Name=hsa-mir-543;ID=MI0005565	4.03406474704835	2
chr1	.	miRNA	94312388	94312467	.	+	.	Name=hsa-mir-760;ID=MI0005567	-5.17496571531869	0
chr22	.	miRNA	22007270	22007347	.	+	.	Name=hsa-mir-301b;ID=MI0005568	1.0596786228009	2
chr12	.	miRNA	24365355	24365429	.	+	.	Name=hsa-mir-920;ID=MI0005712	-5.17496571531869	0
chr1	.	miRNA	166123980	166124035	.	-	.	Name=hsa-mir-921;ID=MI0005713	-5.17496571531869	0
chr3	.	miRNA	197401367	197401447	.	-	.	Name=hsa-mir-922;ID=MI0005714	-5.17496571531869	0
chr18	.	miRNA	37202087	37202139	.	-	.	Name=hsa-mir-924;ID=MI0005716	-5.17496571531869	0
chr2	.	miRNA	176032361	176032437	.	-	.	Name=hsa-mir-933;ID=MI0005755	-5.17496571531869	0
chrX	.	miRNA	135633037	135633119	.	+	.	Name=hsa-mir-934;ID=MI0005756	-5.17496571531869	0
chr19	.	miRNA	54485561	54485651	.	+	.	Name=hsa-mir-935;ID=MI0005757	-2.83853897083906	1
chr10	.	miRNA	105807847	105807944	.	-	.	Name=hsa-mir-936;ID=MI0005758	-5.17496571531869	0
chr10	.	miRNA	29891193	29891275	.	-	.	Name=hsa-mir-938;ID=MI0005760	-5.17496571531869	0
chr16	.	miRNA	2321748	2321841	.	+	.	Name=hsa-mir-940;ID=MI0005762	-0.423936469380268	2
chr20	.	miRNA	62550802	62550873	.	+	.	Name=hsa-mir-941-1;ID=MI0005763	0.67319612453627	2
chr20	.	miRNA	62550858	62550929	.	+	.	Name=hsa-mir-941-2;ID=MI0005764	0.674761635854018	2
chr20	.	miRNA	62550914	62550985	.	+	.	Name=hsa-mir-941-3;ID=MI0005765	0.674761635854018	2
chr20	.	miRNA	62551109	62551180	.	+	.	Name=hsa-mir-941-4;ID=MI0005766	0.674761635854018	2
chr4	.	miRNA	1988111	1988204	.	-	.	Name=hsa-mir-943;ID=MI0005768	-2.42621076116107	1
chr3	.	miRNA	189547711	189547798	.	+	.	Name=hsa-mir-944;ID=MI0005769	-5.17496571531869	0
chr4	.	miRNA	111781738	111781803	.	-	.	Name=hsa-mir-297;ID=MI0005775	-5.17496571531869	0
chr15	.	miRNA	89151338	89151428	.	+	.	Name=hsa-mir-1179;ID=MI0006272	-1.51957825561251	1
chr19	.	miRNA	10514134	10514214	.	-	.	Name=hsa-mir-1181;ID=MI0006274	-3.98563862802063	0
chr1	.	miRNA	231155574	231155670	.	-	.	Name=hsa-mir-1182;ID=MI0006275	-5.17496571531869	0
chr7	.	miRNA	21510676	21510764	.	+	.	Name=hsa-mir-1183;ID=MI0006276	-5.17496571531869	0
chrX	.	miRNA	154115635	154115733	.	-	.	Name=hsa-mir-1184-1;ID=MI0006277	-5.17496571531869	0
chr1	.	miRNA	201777739	201777830	.	+	.	Name=hsa-mir-1231;ID=MI0006321	-4.3116867980044	0
chr7	.	miRNA	36958962	36959037	.	-	.	Name=hsa-mir-1200;ID=MI0006332	-5.17496571531869	0
chr6	.	miRNA	156267931	156268013	.	+	.	Name=hsa-mir-1202;ID=MI0006334	-5.17496571531869	0
chr17	.	miRNA	46233789	46233873	.	-	.	Name=hsa-mir-1203;ID=MI0006335	-5.17496571531869	0
chr2	.	miRNA	133014539	133014653	.	-	.	Name=hsa-mir-663b;ID=MI0006336	-2.5928165026302	1
chr8	.	miRNA	128808208	128808274	.	+	.	Name=hsa-mir-1204;ID=MI0006337	-5.17496571531869	0
chr8	.	miRNA	128972879	128972941	.	+	.	Name=hsa-mir-1205;ID=MI0006338	-5.17496571531869	0
chr8	.	miRNA	129021144	129021202	.	+	.	Name=hsa-mir-1206;ID=MI0006339	-5.17496571531869	0
chr8	.	miRNA	129162362	129162434	.	+	.	Name=hsa-mir-1208;ID=MI0006341	-3.53168615139901	0
chr22	.	miRNA	20236657	20236734	.	-	.	Name=hsa-mir-1286;ID=MI0006348	-5.17496571531869	0
chr20	.	miRNA	34041776	34041919	.	-	.	Name=hsa-mir-1289-1;ID=MI0006350	-3.86255205330157	0
chr5	.	miRNA	132763288	132763398	.	-	.	Name=hsa-mir-1289-2;ID=MI0006351	-3.86255205330157	0
chr1	.	miRNA	19223565	19223642	.	-	.	Name=hsa-mir-1290;ID=MI0006352	-5.17496571531869	0
chr12	.	miRNA	49048227	49048313	.	-	.	Name=hsa-mir-1291;ID=MI0006353	-0.312464812425788	2
chr11	.	miRNA	70130061	70130176	.	+	.	Name=hsa-mir-548k;ID=MI0006354	0.291578076410823	2
chr12	.	miRNA	50627925	50627995	.	-	.	Name=hsa-mir-1293;ID=MI0006355	0.653281565394673	2
chr5	.	miRNA	153726666	153726807	.	+	.	Name=hsa-mir-1294;ID=MI0006356	-0.0131005866310999	2
chr1	.	miRNA	171070869	171070947	.	-	.	Name=hsa-mir-1295a;ID=MI0006357	-5.17496571531869	0
chr13	.	miRNA	54886107	54886183	.	-	.	Name=hsa-mir-1297;ID=MI0006358	-1.91789716980872	1
chr9	.	miRNA	69002239	69002321	.	-	.	Name=hsa-mir-1299;ID=MI0006359	-3.56552780288459	0
chr11	.	miRNA	94199661	94199746	.	-	.	Name=hsa-mir-548l;ID=MI0006361	-1.55105986154728	1
chr12	.	miRNA	113132839	113132981	.	-	.	Name=hsa-mir-1302-1;ID=MI0006362	-5.17496571531869	0
chr1	.	miRNA	30366	30503	.	+	.	Name=hsa-mir-1302-2;ID=MI0006363	-5.17496571531869	0
chr2	.	miRNA	114340536	114340673	.	-	.	Name=hsa-mir-1302-3;ID=MI0006364	-5.17496571531869	0
chr2	.	miRNA	208133999	208134148	.	-	.	Name=hsa-mir-1302-4;ID=MI0006365	-5.17496571531869	0
chr20	.	miRNA	49231173	49231322	.	-	.	Name=hsa-mir-1302-5;ID=MI0006366	-5.17496571531869	0
chr7	.	miRNA	18166843	18166932	.	-	.	Name=hsa-mir-1302-6;ID=MI0006367	-5.17496571531869	0
chr8	.	miRNA	142867603	142867674	.	-	.	Name=hsa-mir-1302-7;ID=MI0006368	-5.17496571531869	0
chr9	.	miRNA	100125836	100125963	.	-	.	Name=hsa-mir-1302-8;ID=MI0006369	-5.17496571531869	0
chr5	.	miRNA	154065336	154065421	.	+	.	Name=hsa-mir-1303;ID=MI0006370	-4.13543273380648	0
chr4	.	miRNA	183090446	183090531	.	+	.	Name=hsa-mir-1305;ID=MI0006372	-0.0082484750524983	2
chr4	.	miRNA	114028019	114028111	.	+	.	Name=hsa-mir-1243;ID=MI0006373	-5.17496571531869	0
chr12	.	miRNA	9392063	9392147	.	-	.	Name=hsa-mir-1244-1;ID=MI0006379	-3.05020167922112	1
chr2	.	miRNA	189842818	189842887	.	+	.	Name=hsa-mir-1245a;ID=MI0006380	-1.68468135107068	1
chr2	.	miRNA	177465708	177465780	.	-	.	Name=hsa-mir-1246;ID=MI0006381	-1.36494665020744	1
chr3	.	miRNA	186504461	186504566	.	+	.	Name=hsa-mir-1248;ID=MI0006383	-0.319671717608353	2
chr22	.	miRNA	45596835	45596900	.	-	.	Name=hsa-mir-1249;ID=MI0006384	-2.91915509006319	1
chr17	.	miRNA	2651372	2651476	.	-	.	Name=hsa-mir-1253;ID=MI0006387	-5.17496571531869	0
chr10	.	miRNA	70519075	70519171	.	+	.	Name=hsa-mir-1254-1;ID=MI0006388	-5.17496571531869	0
chr4	.	miRNA	102251459	102251571	.	-	.	Name=hsa-mir-1255a;ID=MI0006389	-4.02057063345367	0
chr1	.	miRNA	21314807	21314925	.	-	.	Name=hsa-mir-1256;ID=MI0006390	-3.32322151215249	0
chr20	.	miRNA	60528602	60528718	.	-	.	Name=hsa-mir-1257;ID=MI0006391	-5.17496571531869	0
chr2	.	miRNA	180725563	180725635	.	-	.	Name=hsa-mir-1258;ID=MI0006392	-5.17496571531869	0
chr14	.	miRNA	77732561	77732633	.	+	.	Name=hsa-mir-1260a;ID=MI0006394	-1.25820690833059	1
chr11	.	miRNA	90602289	90602370	.	-	.	Name=hsa-mir-1261;ID=MI0006396	-4.74122029603076	0
chr1	.	miRNA	68649201	68649293	.	-	.	Name=hsa-mir-1262;ID=MI0006397	-1.75127305622395	1
chr3	.	miRNA	163889259	163889344	.	-	.	Name=hsa-mir-1263;ID=MI0006398	-5.17496571531869	0
chr7	.	miRNA	34980372	34980446	.	-	.	Name=hsa-mir-548n;ID=MI0006399	-1.05436140913924	2
chrX	.	miRNA	94318140	94318225	.	-	.	Name=hsa-mir-548m;ID=MI0006400	-4.79860402865823	0
chr10	.	miRNA	14478575	14478660	.	+	.	Name=hsa-mir-1265;ID=MI0006401	-3.74016264729499	0
chr13	.	miRNA	108183519	108183596	.	-	.	Name=hsa-mir-1267;ID=MI0006404	0.884032640358718	2
chr15	.	miRNA	22513229	22513280	.	-	.	Name=hsa-mir-1268a;ID=MI0006405	-5.17496571531869	0
chr4	.	miRNA	67142542	67142646	.	+	.	Name=hsa-mir-1269a;ID=MI0006406	-5.17496571531869	0
chr19	.	miRNA	20510081	20510163	.	-	.	Name=hsa-mir-1270-1;ID=MI0006407	-5.17496571531869	0
chr15	.	miRNA	65054586	65054714	.	-	.	Name=hsa-mir-1272;ID=MI0006408	-5.17496571531869	0
chr8	.	miRNA	101036210	101036312	.	-	.	Name=hsa-mir-1273a;ID=MI0006409	-5.17496571531869	0
chr6	.	miRNA	33967749	33967828	.	-	.	Name=hsa-mir-1275;ID=MI0006415	-2.70450490384842	1
chr15	.	miRNA	86313727	86313809	.	-	.	Name=hsa-mir-1276;ID=MI0006416	-2.70450490384842	1
chr11	.	miRNA	7255997	7256068	.	+	.	Name=hsa-mir-302e;ID=MI0006417	-4.48181853475874	0
chr18	.	miRNA	27878876	27878926	.	+	.	Name=hsa-mir-302f;ID=MI0006418	-5.17496571531869	0
chr5	.	miRNA	100152186	100152269	.	-	.	Name=hsa-mir-548p;ID=MI0006420	-5.17496571531869	0
chr3	.	miRNA	125509247	125509395	.	-	.	Name=hsa-mir-548i-1;ID=MI0006421	-5.17496571531869	0
chr4	.	miRNA	9557789	9557937	.	-	.	Name=hsa-mir-548i-2;ID=MI0006422	-5.17496571531869	0
chr8	.	miRNA	7946463	7946611	.	-	.	Name=hsa-mir-548i-3;ID=MI0006423	-5.17496571531869	0
chrX	.	miRNA	83480760	83480836	.	-	.	Name=hsa-mir-548i-4;ID=MI0006424	-5.17496571531869	0
chr1	.	miRNA	193105633	193105713	.	+	.	Name=hsa-mir-1278;ID=MI0006425	-1.28447788997937	1
chr12	.	miRNA	69666937	69666998	.	-	.	Name=hsa-mir-1279;ID=MI0006426	-5.17496571531869	0
chr22	.	miRNA	41488517	41488570	.	+	.	Name=hsa-mir-1281;ID=MI0006428	-5.17496571531869	0
chr15	.	miRNA	44085857	44085957	.	-	.	Name=hsa-mir-1282;ID=MI0006429	-4.48181853475874	0
